,Unnamed: 0,user,date,text,location,coordinates,filename
677,677.0,Rajdeep04038302,Tue Aug 03 15:18:13 +0000 2021,"RT @ttconsultants: United Airlines Is Buying 100 Zero-Emission Electric Planes From a Swedish Startup

Read more - https://t.co/idXunecpyz…",,,2021-08-17 23:38:16.429466_combined.csv
678,678.0,ttconsultants,Tue Aug 03 15:15:52 +0000 2021,"United Airlines Is Buying 100 Zero-Emission Electric Planes From a Swedish Startup

Read more -… https://t.co/YhWAifOaIB",India,,2021-08-17 23:38:16.429466_combined.csv
679,679.0,laxradar,Tue Aug 03 15:15:04 +0000 2021,"United Airlines flight #UAL723 spotted at 16,100 feet! https://t.co/anwG9pzmjR","Los Angeles, CA",,2021-08-17 23:38:16.429466_combined.csv
680,680.0,singh_saroon,Tue Aug 03 15:14:39 +0000 2021,RT @HotTopicsHT: Thinking about the bigger picture surrounding your product is just as important as the product itself. Michelle Brown of @…,,,2021-08-17 23:38:16.429466_combined.csv
681,681.0,laxradar,Tue Aug 03 15:14:22 +0000 2021,"United Airlines flight #UAL723 spotted at 20,775 feet! https://t.co/anwG9pzmjR","Los Angeles, CA",,2021-08-17 23:38:16.429466_combined.csv
682,682.0,The6general_,Tue Aug 03 15:12:40 +0000 2021,United airlines has one more time to disappoint me and my next flight will be with the opps,"New Jersey, USA",,2021-08-17 23:38:16.429466_combined.csv
683,683.0,jbmtweetz,Tue Aug 03 15:11:19 +0000 2021,RT @jbmtweetz: Agreed. @ALPAPilots @FAANews @SecretaryPete #DOT @USDOT @IATA @British_Airways @united @Delta @AmericanAir @BTUK @afa_cwa #A…,SFO | PSP | Santa Fe | Global,,2021-08-17 23:38:16.429466_combined.csv
684,684.0,RakeshRGoel,Tue Aug 03 15:10:53 +0000 2021,"Move aside driverless-cars, it's done and dusted. A line of driverless planes set to fly from 2024 onward.… https://t.co/ejUbY8rsUU",The World,,2021-08-17 23:38:16.429466_combined.csv
685,685.0,apaullo95,Tue Aug 03 17:12:54 +0000 2021,RT @MJFINESSELOVER: This is why flight attendants are striking across the United States. Airlines companies don’t care about their safety a…,Hic et ubique,,2021-08-17 23:38:16.429466_combined.csv
686,686.0,EagleRider4,Tue Aug 03 17:10:27 +0000 2021,"@Billie_Farlow I think there are more private aircraft available in the United States.  Thus, more available for ch… https://t.co/vOZirepORc",The Milky Way,,2021-08-17 23:38:16.429466_combined.csv
687,687.0,skygoflycom,Tue Aug 03 17:10:19 +0000 2021,United Airlines Starts Offering Snacks on Some Flights https://t.co/588t6Ibln6 #unitedairlines https://t.co/wgylyWsUjc,"Scottsdale, AZ",,2021-08-17 23:38:16.429466_combined.csv
688,688.0,EscapeFlightPDX,Tue Aug 03 17:09:25 +0000 2021,"RT @EscapeFlights: Nonstop Flights: New York to/from Portland, Oregon $197-$208 r/t [September-November] - Delta / United / Alaska Airlines…","Portland, Oregon",,2021-08-17 23:38:16.429466_combined.csv
689,689.0,EscapeFlights,Tue Aug 03 17:09:12 +0000 2021,"Nonstop Flights: New York to/from Portland, Oregon $197-$208 r/t [September-November] - Delta / United / Alaska Air… https://t.co/2o01yO6co2","New York, NY",,2021-08-17 23:38:16.429466_combined.csv
690,690.0,SammySUMMER2017,Tue Aug 03 17:06:01 +0000 2021,@flyethiopian I am missing 3 bags from July 29 flight.  I have called the customer number no one picks up. ET 43658… https://t.co/UFWdzwo2qg,,,2021-08-17 23:38:16.429466_combined.csv
691,691.0,TheNewHenryM,Tue Aug 03 17:05:03 +0000 2021,"Delta, United Airlines Are Providing African Migrants Free Flights To The U.S.

https://t.co/0SV95lZrnW",,,2021-08-17 23:38:16.429466_combined.csv
692,692.0,SammySUMMER2017,Tue Aug 03 17:04:21 +0000 2021,@flyethiopian I am missing 3 bags from July 29 flight.  I have called the customer number no one picks up. ET 43658… https://t.co/GPh2jE0aRU,,,2021-08-17 23:38:16.429466_combined.csv
693,693.0,MagnSmith,Tue Aug 03 17:02:54 +0000 2021,RT @VegasFoodWine: Welcome our ultra premium vodka sponsor for 2021 Timeless Vodka ✨ Las Vegas Food &amp; Wine Festival presented by United Air…,"Scotland, United Kingdom",,2021-08-17 23:38:16.429466_combined.csv
694,694.0,SammySUMMER2017,Tue Aug 03 17:02:47 +0000 2021,"@united 
I am missing 3 bags from July 29 flight.  I have called the customer number no one picks up. ET 436588 &amp; E… https://t.co/vbAGKmjk4w",,,2021-08-17 23:38:16.429466_combined.csv
695,695.0,petegaines,Tue Aug 03 17:02:01 +0000 2021,@DarthLux @BirdLawDS @crawf34 @ethnicohioan yeah all those UAE/Asian airlines first classes are insane and even hav… https://t.co/pjBGDCPCFx,"Uptown, Chicago",,2021-08-17 23:38:16.429466_combined.csv
696,696.0,KarenBohr2,Tue Aug 03 16:58:18 +0000 2021,United Airlines to Buy 100 Electric Planes From Swedish Company https://t.co/GuIftaKYJO,,,2021-08-17 23:38:16.429466_combined.csv
697,697.0,AboveHvilleTN,Tue Aug 03 16:51:28 +0000 2021,"UAL485 N76526 Boeing 737NG 824/W United Airlines: 2.7 mi away @ 27975 ft and 62.9° frm hrzn, heading SW @ 0.0mi/h 1… https://t.co/JmE8SYCef0","Hendersonville, TN",,2021-08-17 23:38:16.429466_combined.csv
698,698.0,laxradar,Tue Aug 03 16:43:36 +0000 2021,"United Airlines flight #UAL1212 spotted at 35,000 feet! https://t.co/quiq1Z2RCn","Los Angeles, CA",,2021-08-17 23:38:16.429466_combined.csv
699,699.0,IshrionA,Tue Aug 03 16:39:52 +0000 2021,"Airbahn, one of the upcoming startup airlines in the United States, is now hiring station supervisors in three Cali… https://t.co/Bn1ASvOMw1",Dallas/Fort Worth,,2021-08-17 23:38:16.429466_combined.csv
700,700.0,laxradar,Tue Aug 03 16:39:33 +0000 2021,"United Airlines flight #UAL563 spotted at 7,525 feet! https://t.co/EUpOapapTS","Los Angeles, CA",,2021-08-17 23:38:16.429466_combined.csv
701,701.0,_RamiroC,Tue Aug 03 16:39:04 +0000 2021,Shooting my shot mandando mi cv a United Airlines https://t.co/ar6eJgT9jZ,Chicago,,2021-08-17 23:38:16.429466_combined.csv
702,702.0,laxradar,Tue Aug 03 16:39:02 +0000 2021,"United Airlines flight #UAL2027 spotted at 39,000 feet! https://t.co/WkcUQejthw","Los Angeles, CA",,2021-08-17 23:38:16.429466_combined.csv
703,703.0,stefthepef,Tue Aug 03 16:38:43 +0000 2021,...why the heck does United not have a designated baggage drop lane? There's no incentive to check in online if I c… https://t.co/EQv8Ub8La9,"29.920063° N, 97.874214° W",,2021-08-17 23:38:16.429466_combined.csv
704,704.0,MissNFLluva,Tue Aug 03 16:38:22 +0000 2021,RT @13NewsNow: Star Wars-themed jet lands at Norfolk International Airport https://t.co/h37Nk0qBYj,,,2021-08-17 23:38:16.429466_combined.csv
705,705.0,MJFINESSELOVER,Tue Aug 03 16:37:55 +0000 2021,This is why flight attendants are striking across the United States. Airlines companies don’t care about their safe… https://t.co/mioLQvNB34,"New York, NY",,2021-08-17 23:38:16.429466_combined.csv
706,706.0,laxradar,Tue Aug 03 16:34:54 +0000 2021,"United Airlines flight #UAL501 spotted at 10,225 feet! https://t.co/2mFTnYApB7","Los Angeles, CA",,2021-08-17 23:38:16.429466_combined.csv
707,707.0,laxradar,Tue Aug 03 16:33:52 +0000 2021,"United Airlines flight #UAL2096 spotted at 4,925 feet! https://t.co/1KuoiZGspf","Los Angeles, CA",,2021-08-17 23:38:16.429466_combined.csv
708,708.0,laxradar,Tue Aug 03 16:31:14 +0000 2021,"United Airlines flight #UAL2617 spotted at 3,975 feet! https://t.co/v2N4nvHspC","Los Angeles, CA",,2021-08-17 23:38:16.429466_combined.csv
709,709.0,laxradar,Tue Aug 03 16:30:59 +0000 2021,"United Airlines flight #UAL1278 spotted at 16,750 feet! https://t.co/cXGeFkdXaI","Los Angeles, CA",,2021-08-17 23:38:16.429466_combined.csv
710,710.0,laxradar,Tue Aug 03 16:27:57 +0000 2021,"United Airlines flight #UAL1278 spotted at 11,200 feet! https://t.co/cXGeFkdXaI","Los Angeles, CA",,2021-08-17 23:38:16.429466_combined.csv
711,711.0,PolarGinger,Tue Aug 03 16:26:45 +0000 2021,"@CivilServantRet @daveyb0072 I love air travel.

But I hate airlines.

American has been on my sh!t list for 30+ ye… https://t.co/F8Eetu5b2G",Cursing from the cheap seats,,2021-08-17 23:38:16.429466_combined.csv
712,712.0,laxradar,Tue Aug 03 16:26:23 +0000 2021,"United Airlines flight #UAL2408 spotted at 29,000 feet! https://t.co/zyf3WvwzuJ","Los Angeles, CA",,2021-08-17 23:38:16.429466_combined.csv
713,713.0,ajsleesman,Tue Aug 03 16:20:38 +0000 2021,When will the airlines start requiring proof of vaccination for travel?  It will make for much less risk for your s… https://t.co/yHNMLYMqUZ,"Grand Rapids, MI",,2021-08-17 23:38:16.429466_combined.csv
714,714.0,SarahCo50248334,Tue Aug 03 16:20:22 +0000 2021,"RT @SweeneyABC: An LA bound United Airlines plane diverted to Denver last night after a passenger started yelling at other passengers. 
He…",,,2021-08-17 23:38:16.429466_combined.csv
715,715.0,13NewsNow,Tue Aug 03 16:18:15 +0000 2021,Star Wars-themed jet lands at Norfolk International Airport https://t.co/h37Nk0qBYj,"Norfolk, VA",,2021-08-17 23:38:16.429466_combined.csv
716,716.0,SteveInVentura,Tue Aug 03 16:15:30 +0000 2021,@SE6Steve @WhizzL1z Although I could see myself boarding 1 of the electric airplanes United Airlines just ordered t… https://t.co/wVl8WMZnYk,"Ventura, California",,2021-08-17 23:38:16.429466_combined.csv
717,717.0,FitchTheFlyGuy,Tue Aug 03 16:14:56 +0000 2021,Debating if I wanna use my flight credit for jet blue &amp; United or just book this delta flight 🙁 cause both airlines be doing the bullshit,somewhere being GREAT,,2021-08-17 23:38:16.429466_combined.csv
718,718.0,lexisbaby0,Tue Aug 03 16:09:30 +0000 2021,Why is United airlines hated? I mean I know they drug that man off the plane that time but honestly they were a dop… https://t.co/Jmn3st04ey,"Birmingham, AL",,2021-08-17 23:38:16.429466_combined.csv
719,719.0,Coryransom_art,Tue Aug 03 18:04:45 +0000 2021,RT @TPostMillennial: Thousands were left stranded after two of the largest airlines in the United States cancelled or delayed over one thou…,,,2021-08-17 23:38:16.429466_combined.csv
720,720.0,laxradar,Tue Aug 03 18:04:38 +0000 2021,"United Airlines flight #UAL2071 spotted at 7,550 feet! https://t.co/kkoxgq0igT","Los Angeles, CA",,2021-08-17 23:38:16.429466_combined.csv
721,721.0,maxim_767mass,Tue Aug 03 18:04:36 +0000 2021,United Airlines Boeing 727-100 (Rainbow Soul Bass colors) stored at Roswell https://t.co/7SNhZ0uD6l,,,2021-08-17 23:38:16.429466_combined.csv
722,722.0,QadirSaheed,Tue Aug 03 18:02:39 +0000 2021,"United Airlines ramps up London service

With the United Kingdom having re-opened to fully vaccinated travellers fr… https://t.co/RIHiaWX1an",Worldwide,,2021-08-17 23:38:16.429466_combined.csv
723,723.0,maxim_767mass,Tue Aug 03 18:02:38 +0000 2021,Old United Airlines Boeing 747-100s and 200s in Airplane Graveyard https://t.co/JcoQN8rxKr,,,2021-08-17 23:38:16.429466_combined.csv
724,724.0,A_Air_0,Tue Aug 03 18:00:00 +0000 2021,"UNITED AIRLINES

BOEING 787 https://t.co/B980J3d7aZ",,,2021-08-17 23:38:16.429466_combined.csv
725,725.0,StacyHopeSmall,Tue Aug 03 17:57:11 +0000 2021,RT @StacySm20842724: 🙌🙌. United Airlines CEO: ‘We are exiting the tunnel’ even with delta variant - MarketWatch https://t.co/nCrkvDqsgT,"Maui, HI 🌈🌴✌️💗",,2021-08-17 23:38:16.429466_combined.csv
726,726.0,sandhawke,Tue Aug 03 17:56:47 +0000 2021,"It looks like Delta, United, and American Airlines wont transport pets in the hold any more. Is there a way to move… https://t.co/RVUNq8x1Ea","Waltham, MA",,2021-08-17 23:38:16.429466_combined.csv
727,727.0,laxradar,Tue Aug 03 17:50:11 +0000 2021,"United Airlines flight #UAL2372 spotted at 40,000 feet! https://t.co/puoudIzSIJ","Los Angeles, CA",,2021-08-17 23:38:16.429466_combined.csv
728,728.0,TPostMillennial,Tue Aug 03 17:50:02 +0000 2021,Thousands were left stranded after two of the largest airlines in the United States cancelled or delayed over one t… https://t.co/I3sNWeDuQZ,Canada,,2021-08-17 23:38:16.429466_combined.csv
729,729.0,chaviation,Tue Aug 03 17:49:32 +0000 2021,United Airlines ramps up London service: With the United Kingdom having re-opened to fully vaccinated travellers fr… https://t.co/RkmGnwrE2x,,,2021-08-17 23:38:16.429466_combined.csv
730,730.0,laxradar,Tue Aug 03 17:49:24 +0000 2021,"United Airlines flight #UAL797 spotted at 2,450 feet! https://t.co/6awKycZnoW","Los Angeles, CA",,2021-08-17 23:38:16.429466_combined.csv
731,731.0,laxradar,Tue Aug 03 17:48:37 +0000 2021,"United Airlines flight #UAL1138 spotted at 1,825 feet! https://t.co/a9dKe4iVn2","Los Angeles, CA",,2021-08-17 23:38:16.429466_combined.csv
732,732.0,laxradar,Tue Aug 03 17:48:06 +0000 2021,"United Airlines flight #UAL1741 spotted at 20,400 feet! https://t.co/KxtLmxrgB6","Los Angeles, CA",,2021-08-17 23:38:16.429466_combined.csv
733,733.0,EscFlightsLAX,Tue Aug 03 17:47:19 +0000 2021,"Nonstop Flights: Los Angeles to Honolulu or Maui, Hawaii $198-$203 r/t [August-December] – United / Hawaiian / Alas… https://t.co/YEe7BsYNsv","Los Angeles, CA",,2021-08-17 23:38:16.429466_combined.csv
734,734.0,laxradar,Tue Aug 03 17:39:04 +0000 2021,"United Airlines flight #UAL1741 spotted at 2,150 feet! https://t.co/KxtLmxrgB6","Los Angeles, CA",,2021-08-17 23:38:16.429466_combined.csv
735,735.0,TLspotting,Tue Aug 03 17:33:13 +0000 2021,"RT @IshrionA: Airbahn, one of the upcoming startup airlines in the United States, is now hiring station supervisors in three California air…","Brussels, BE 🇧🇪",,2021-08-17 23:38:16.429466_combined.csv
736,736.0,AboveHvilleTN,Tue Aug 03 17:30:20 +0000 2021,"UAL793 N454UA Airbus A320 232 United Airlines: 4.5 mi away @ 9125 ft and 21.1° frm hrzn, heading N @ 0.0mi/h 12:29:… https://t.co/sOt3ko4j4f","Hendersonville, TN",,2021-08-17 23:38:16.429466_combined.csv
737,737.0,Rick27383540,Tue Aug 03 17:22:32 +0000 2021,"@greendragonf1y @bradheinauer @DineshDSouza Are you living in America?
If you are, then how does America first not… https://t.co/ndgOHCKRQr",,,2021-08-17 23:38:16.429466_combined.csv
738,738.0,AboveBracknell,Tue Aug 03 17:20:53 +0000 2021,"🇺🇸 N667UA #UNITED #UAL925 LHR-IAD: 1.5mi away heading W, travelling 331mph @ 10725ft #Heathrow #Departure [United A… https://t.co/HamrZLsvgT",Bracknell,,2021-08-17 23:38:16.429466_combined.csv
739,739.0,jlanotjayla,Tue Aug 03 19:03:52 +0000 2021,southwest &amp; united the only good airlines.,,,2021-08-17 23:38:16.429466_combined.csv
740,740.0,Miakoda15386737,Tue Aug 03 19:01:41 +0000 2021,@GuntherEagleman Of course they are. Just like the airlines are probably getting subsidies if they require masks an… https://t.co/1aarssFPYP,,,2021-08-17 23:38:16.429466_combined.csv
741,741.0,laxradar,Tue Aug 03 19:01:32 +0000 2021,"United Airlines flight #UAL1881 spotted at 37,000 feet! https://t.co/DYnsbI35oy","Los Angeles, CA",,2021-08-17 23:38:16.429466_combined.csv
742,742.0,laxradar,Tue Aug 03 19:00:45 +0000 2021,"United Airlines flight #UAL1076 spotted at 18,225 feet! https://t.co/V4ajr0iHLJ","Los Angeles, CA",,2021-08-17 23:38:16.429466_combined.csv
743,743.0,halldalegroup,Tue Aug 03 18:58:03 +0000 2021,"Wow! A five-year agreement: United Aviate Academy has selected @Boeing to provide a suite of training tools, materi… https://t.co/eLkdFl3CWf","Fleet, UK & Orlando, USA",,2021-08-17 23:38:16.429466_combined.csv
744,744.0,H_AAmanuel,Tue Aug 03 18:51:17 +0000 2021,#BoycottEthiopianAirlines for their role in the #TigrayGenocide. @flyethiopian aircrafts are being used to transpor… https://t.co/jdZ32V19ic,,,2021-08-17 23:38:16.429466_combined.csv
745,745.0,packerbackerray,Tue Aug 03 18:38:05 +0000 2021,"I'm at United Airlines DDC in Chicago, IL https://t.co/kYy1u6matx",,,2021-08-17 23:38:16.429466_combined.csv
746,746.0,laxradar,Tue Aug 03 18:34:55 +0000 2021,"United Airlines flight #UAL1276 spotted at 17,575 feet! https://t.co/k90Dm6dOdH","Los Angeles, CA",,2021-08-17 23:38:16.429466_combined.csv
747,747.0,ChikinChop,Tue Aug 03 18:32:05 +0000 2021,"I had 10 separate flights that I was going to take with American Airlines in the next month, but they’ve been so in… https://t.co/sKfwt9tjEX",Atlanta,,2021-08-17 23:38:16.429466_combined.csv
748,748.0,COVID_Scale,Tue Aug 03 18:31:20 +0000 2021,"Since the start of the pandemic, 629,927 Americans have died from #COVID19 (14.8% of all deaths worldwide). That is… https://t.co/FFw7vTefu5",Earth,,2021-08-17 23:38:16.429466_combined.csv
749,749.0,laxradar,Tue Aug 03 18:30:42 +0000 2021,"United Airlines flight #UAL2362 spotted at 26,125 feet! https://t.co/VgHNmNPbDf","Los Angeles, CA",,2021-08-17 23:38:16.429466_combined.csv
750,750.0,GilpinBird,Tue Aug 03 18:29:06 +0000 2021,@TSA Why do you randomly pick passengers and instruct the airlines to not put TSA pre ✔️ on the passengers boarding… https://t.co/2ZO5L7loF8,"kansas city, kansas",,2021-08-17 23:38:16.429466_combined.csv
751,751.0,wayne45541,Tue Aug 03 18:27:51 +0000 2021,"Delta, United Airlines Are Providing African Migrants Free Flights To The U.S.

https://t.co/xkl4GyKp7a",,,2021-08-17 23:38:16.429466_combined.csv
752,752.0,laxradar,Tue Aug 03 18:27:07 +0000 2021,"United Airlines flight #UAL2362 spotted at 21,725 feet! https://t.co/VgHNmNPbDf","Los Angeles, CA",,2021-08-17 23:38:16.429466_combined.csv
753,753.0,wayne45541,Tue Aug 03 18:26:26 +0000 2021,"Delta, United Airlines Are Providing African Migrants Free Flights To The U.S.

https://t.co/CO14FPoNjt",,,2021-08-17 23:38:16.429466_combined.csv
754,754.0,pilotwilliams2u,Tue Aug 03 18:23:45 +0000 2021,"Spirit and American airlines having operational issues, yall need to come fly with United",At a airport ,,2021-08-17 23:38:16.429466_combined.csv
755,755.0,__johnb,Tue Aug 03 18:23:31 +0000 2021,Every time I come to the airport it make me miss working for United Airlines I definitely gotta go back part time once I’m done with school,,,2021-08-17 23:38:16.429466_combined.csv
756,756.0,laxradar,Tue Aug 03 18:22:32 +0000 2021,"United Airlines flight #UAL253 spotted at 34,000 feet! https://t.co/CfnT1GigBQ","Los Angeles, CA",,2021-08-17 23:38:16.429466_combined.csv
757,757.0,laxradar,Tue Aug 03 18:17:13 +0000 2021,United Airlines flight #UAL2362 spotted at 800 feet! https://t.co/VgHNmNPbDf,"Los Angeles, CA",,2021-08-17 23:38:16.429466_combined.csv
758,758.0,laxradar,Tue Aug 03 18:16:42 +0000 2021,"United Airlines flight #UAL2246 spotted at 10,425 feet! https://t.co/6qeqTpGKXW","Los Angeles, CA",,2021-08-17 23:38:16.429466_combined.csv
759,759.0,laxradar,Tue Aug 03 18:15:55 +0000 2021,"United Airlines flight #UAL2306 spotted at 8,300 feet! https://t.co/j5Dj1xlNq2","Los Angeles, CA",,2021-08-17 23:38:16.429466_combined.csv
760,760.0,manuscott68,Tue Aug 03 18:15:11 +0000 2021,@nowthisnews All of the airlines are experiencing this.  My mother in law had to change airlines to get home and st… https://t.co/bHMwDlwerr,"Bixby, OK",,2021-08-17 23:38:16.429466_combined.csv
761,761.0,laxradar,Tue Aug 03 18:10:45 +0000 2021,"United Airlines flight #UAL1075 spotted at 1,725 feet! https://t.co/agu0Vp4GaK","Los Angeles, CA",,2021-08-17 23:38:16.429466_combined.csv
762,762.0,leroyjabari,Tue Aug 03 18:10:40 +0000 2021,Is this a real cloud or a spaceship @ Newark International Airport Terminal C- United Airlines https://t.co/LaFojXdrUR,"Brookyn, NY","{'type': 'Point', 'coordinates': [-74.17628494, 40.69601754]}",2021-08-17 23:38:16.429466_combined.csv
763,763.0,vazy_7011,Tue Aug 03 18:07:20 +0000 2021,"#BellBottomTrailer 1984 August 24: Seven young hijackers demanded an Indian Airlines jetliner, on a domestic flight… https://t.co/xIOEICey4Y","New Delhi, India",,2021-08-17 23:38:16.429466_combined.csv
764,764.0,laxradar,Tue Aug 03 18:06:44 +0000 2021,"United Airlines flight #UAL554 spotted at 3,425 feet! https://t.co/0vdL6rLLxk","Los Angeles, CA",,2021-08-17 23:38:16.429466_combined.csv
765,765.0,AboveHvilleTN,Tue Aug 03 20:05:12 +0000 2021,"UAL2290 N61898 Boeing 737NG 900ER/W United Airlines: 3.8 mi away @ 35000 ft and 60.2° frm hrzn, heading S @ 0.0mi/h… https://t.co/xl0SF395wY","Hendersonville, TN",,2021-08-17 23:38:16.429466_combined.csv
766,766.0,laxradar,Tue Aug 03 20:03:25 +0000 2021,"United Airlines flight #UAL1434 spotted at 34,000 feet! https://t.co/lnuQyC9ZV1","Los Angeles, CA",,2021-08-17 23:38:16.429466_combined.csv
767,767.0,MoberlyPamela,Tue Aug 03 20:03:00 +0000 2021,So is the Tax payer also Paying for This?? https://t.co/q6aX1BDzsE,,,2021-08-17 23:38:16.429466_combined.csv
768,768.0,Coldrain76,Tue Aug 03 19:58:28 +0000 2021,"""Chevron Corporation, which has contracts with American Airlines and United Airlines for fuel in Fresno, said earli… https://t.co/DIQ7vYq6uO",,,2021-08-17 23:38:16.429466_combined.csv
769,769.0,laxradar,Tue Aug 03 19:55:32 +0000 2021,"United Airlines flight #UAL1915 spotted at 12,850 feet! https://t.co/h7kG0hUtIw","Los Angeles, CA",,2021-08-17 23:38:16.429466_combined.csv
770,770.0,MuluGebreyesus1,Tue Aug 03 19:47:08 +0000 2021,#BoycottEthiopianAirlines for their role in the #TigrayGenocide. @flyethiopian aircrafts are being used to transpor… https://t.co/7AuxcGjKKE,Tigray,,2021-08-17 23:38:16.429466_combined.csv
771,771.0,jesusrojas01978,Tue Aug 03 19:47:08 +0000 2021,"RT @avclubcenter: @united  Novedades United Airlines 

https://t.co/fIkluqm8Si","Boston, Massachusetts",,2021-08-17 23:38:16.429466_combined.csv
772,772.0,sweetbbyv,Tue Aug 03 19:46:13 +0000 2021,RT @AlAstro773: Me after getting hired to by United airlines to fly a plane for 250$ a hour https://t.co/BlCg8JBTst, MF TEXAS BABY 🤠,,2021-08-17 23:38:16.429466_combined.csv
773,773.0,avclubcenter,Tue Aug 03 19:45:57 +0000 2021,"@united  Novedades United Airlines 

https://t.co/fIkluqm8Si",,,2021-08-17 23:38:16.429466_combined.csv
774,774.0,laxradar,Tue Aug 03 19:34:40 +0000 2021,"United Airlines flight #UAL490 spotted at 2,175 feet! https://t.co/Q8Xmg9oezE","Los Angeles, CA",,2021-08-17 23:38:16.429466_combined.csv
775,775.0,MissCarman_Baby,Tue Aug 03 19:30:57 +0000 2021,"United Airlines costumer support has literally wasted 7+ hours of my life.

And nothing has been fixed yet. 🤬",Fort Worth,,2021-08-17 23:38:16.429466_combined.csv
776,776.0,g_ham27,Tue Aug 03 19:30:54 +0000 2021,"$GTII Howard my favorite story ON how they Killed

UNITED AIRLINES ever hear of them?

This is very old school and… https://t.co/bMhL8B6hXU",,,2021-08-17 23:38:16.429466_combined.csv
777,777.0,laxradar,Tue Aug 03 19:27:04 +0000 2021,"United Airlines flight #UAL1263 spotted at 31,575 feet! https://t.co/0O7K6618V5","Los Angeles, CA",,2021-08-17 23:38:16.429466_combined.csv
778,778.0,PinGridArray,Tue Aug 03 19:22:56 +0000 2021,"@WCVB I heard that Biden was told it was the United variant, and the American Airlines variant is much worse. This… https://t.co/qkRGGRK7xA",,,2021-08-17 23:38:16.429466_combined.csv
779,779.0,laxradar,Tue Aug 03 19:22:05 +0000 2021,"United Airlines flight #UAL490 spotted at 17,475 feet! https://t.co/Q8Xmg9oezE","Los Angeles, CA",,2021-08-17 23:38:16.429466_combined.csv
780,780.0,GersatAbrham,Tue Aug 03 19:20:01 +0000 2021,#BoycottEthiopianAirlines for their role in the #TigrayGenocide. @flyethiopian aircrafts are being used to transpor… https://t.co/LDF73JDmiO,"Indiana, USA",,2021-08-17 23:38:16.429466_combined.csv
781,781.0,HaphtomGebrue,Tue Aug 03 19:18:35 +0000 2021,#BoycottEthiopianAirlines for their role in the #TigrayGenocide. @flyethiopian aircrafts are being used to transpor… https://t.co/urIqgQh9Q6,United States,,2021-08-17 23:38:16.429466_combined.csv
782,782.0,laxradar,Tue Aug 03 19:16:08 +0000 2021,"United Airlines flight #UAL632 spotted at 2,575 feet! https://t.co/TjszTZwyga","Los Angeles, CA",,2021-08-17 23:38:16.429466_combined.csv
783,783.0,HubertUlric,Tue Aug 03 19:15:52 +0000 2021,"Delta, United Airlines Are Providing African Migrants Free Flights To The U.S. https://t.co/IwGPrCLxfE","Pocatello, Idaho, USA",,2021-08-17 23:38:16.429466_combined.csv
784,784.0,airlinegossip,Tue Aug 03 19:15:32 +0000 2021,United Airlines ramps up London service https://t.co/qJ1Rk32BDZ,39000 FEET,,2021-08-17 23:38:16.429466_combined.csv
785,785.0,aviator_aero,Tue Aug 03 19:10:44 +0000 2021,"""United Airlines Takes Delivery of First of Thirteen Boeing 737 MAX 8 Aircraft from CDB Aviation"" https://t.co/MM6TiKsH1p",AUS,,2021-08-17 23:38:16.429466_combined.csv
786,786.0,Riskline,Tue Aug 03 19:10:42 +0000 2021,🇺🇸 UNITED STATES OF AMERICA: Spirit Airlines cancels hundreds of flights due to operational issues | https://t.co/LJf8OxFmpl,"Copenhagen, Denmark",,2021-08-17 23:38:16.429466_combined.csv
787,787.0,ByWorking,Tue Aug 03 19:08:47 +0000 2021,"Recently I had to fly on @United, the folks who know best how elections should be run. I prefer apolitical airlines… https://t.co/8cJqqjHS5J",Chicago,,2021-08-17 23:38:16.429466_combined.csv
788,788.0,solomon23451751,Tue Aug 03 21:00:48 +0000 2021,"RT @Gerjon_: Yesterday, there was indeed a Silk Way West Airlines Boeing 747 (🇦🇿4K-SW888) flight from 🇦🇿Baku, Azerbaijan to 🇪🇹Addis Ababa,…",,,2021-08-17 23:38:16.429466_combined.csv
789,789.0,NegativeYoda,Tue Aug 03 20:55:49 +0000 2021,"@pattonoswalt because they didn't need his seat?

https://t.co/vyc9njuLVj",Oregon,,2021-08-17 23:38:16.429466_combined.csv
790,790.0,laxradar,Tue Aug 03 20:55:29 +0000 2021,"United Airlines flight #UAL2570 spotted at 8,025 feet! https://t.co/QWEEY9dG7W","Los Angeles, CA",,2021-08-17 23:38:16.429466_combined.csv
791,791.0,leimer,Tue Aug 03 20:48:53 +0000 2021,Glad to see our credit union (former United Airlines CU) dropping overdraft fees for their members. Will your bank… https://t.co/vfiqZsGMXa,"San Francisco, CA ",,2021-08-17 23:38:16.429466_combined.csv
792,792.0,laxradar,Tue Aug 03 20:46:52 +0000 2021,"United Airlines flight #UAL2199 spotted at 16,375 feet! https://t.co/1m5ik0U4N8","Los Angeles, CA",,2021-08-17 23:38:16.429466_combined.csv
793,793.0,TauYaDitshego,Tue Aug 03 20:38:27 +0000 2021,"RT @mmarkovitz: Full or partial #VaxMandates  are being enforced at work by big US companies: Netflix, Facebook, Google, Walmart, Disney, G…",The Land That Hope Forgot,,2021-08-17 23:38:16.429466_combined.csv
794,794.0,mmarkovitz,Tue Aug 03 20:37:23 +0000 2021,"Full or partial #VaxMandates  are being enforced at work by big US companies: Netflix, Facebook, Google, Walmart, D… https://t.co/QUvZd3hAJ6",Johannesburg,,2021-08-17 23:38:16.429466_combined.csv
